connection_initiator,connection,date_conection,messages_exchanged
804,383,2020-09-21,64278
893,217,2020-11-26,33219
973,133,2019-04-06,8874
809,941,2019-04-04,97530
310,644,2020-11-06,76122
605,75,2020-12-26,45146
670,887,2020-01-10,91271
575,496,2019-05-25,97485
977,501,2021-01-18,37728
197,200,2020-05-24,73603
579,66,2019-06-08,97352
27,601,2019-04-30,7872
892,389,2019-09-26,99073
116,571,2019-11-09,30837
360,772,2019-02-26,71886
711,17,2020-04-10,61337
45,54,2019-05-08,9769
892,803,2019-05-03,83175
748,365,2019-10-24,44345
373,147,2019-06-14,99380
305,752,2019-08-25,93568
875,131,2019-08-29,36498
209,707,2020-08-02,42999
432,433,2019-09-27,67584
727,639,2019-02-24,67487
88,741,2019-09-19,6614
38,637,2020-08-27,5633
217,748,2019-05-29,91674
512,669,2019-02-25,220
922,84,2020-10-02,96472
51,360,2020-05-26,4615
219,213,2020-03-16,82683
139,778,2020-03-09,79803
879,954,2020-11-16,81792
816,383,2019-06-13,81759
490,538,2019-11-20,18230
984,361,2019-08-10,53727
782,773,2020-11-05,69622
669,337,2019-11-30,60735
451,668,2019-08-07,4383
103,563,2019-08-14,74367
642,625,2019-09-09,6312
131,166,2019-11-27,12791
736,343,2020-10-28,9285
508,894,2019-06-27,1174
30,333,2020-02-21,41017
865,353,2019-05-23,86163
161,864,2019-09-15,6712
253,755,2019-09-18,80633
616,181,2019-11-03,58201
1,580,2019-11-08,56870
653,577,2020-09-17,33714
748,841,2020-02-13,81827
873,805,2019-05-29,11497
442,307,2019-07-14,82630
303,59,2019-10-01,29370
504,339,2020-11-08,36961
779,876,2020-03-11,52185
498,432,2019-03-22,51114
156,915,2020-06-06,37449
850,197,2020-12-31,13376
1000,350,2020-06-03,8879
707,615,2020-09-27,18479
231,35,2020-04-08,65021
565,482,2021-02-11,88955
303,288,2020-01-14,76922
222,473,2019-11-24,59510
728,463,2021-01-20,35744
930,527,2020-03-17,3338
251,202,2019-06-14,82866
526,891,2021-02-08,81314
98,863,2020-04-09,31042
226,808,2019-09-08,5
608,146,2019-03-23,80679
570,253,2020-08-10,40797
317,932,2020-10-05,67501
628,298,2020-08-09,71737
620,505,2020-10-07,16180
869,800,2020-01-25,38283
611,445,2019-02-20,28395
948,140,2020-04-26,2461
115,163,2020-09-18,24920
825,31,2019-12-16,89179
912,555,2020-03-14,76212
296,646,2020-12-14,14949
480,54,2019-04-25,7881
431,72,2020-05-09,91590
823,900,2020-01-11,87221
598,345,2020-11-03,65574
417,977,2019-12-15,8681
189,895,2020-03-02,88334
425,214,2019-10-11,45519
724,564,2019-10-20,20762
407,632,2020-03-08,20893
841,119,2021-02-05,83646
298,375,2019-08-11,33590
372,370,2020-05-05,2464
895,823,2019-10-01,68262
312,65,2020-01-27,52753
629,483,2020-10-20,27712
993,489,2019-04-14,41562
477,869,2019-05-13,77826
112,317,2019-12-11,24628
568,56,2019-08-15,89138
524,582,2019-05-14,86735
669,533,2020-06-23,95094
322,444,2019-12-06,73966
595,241,2020-12-04,37707
394,184,2020-11-22,82410
281,738,2019-07-05,52904
184,626,2019-08-01,29248
322,587,2019-08-21,59544
993,133,2019-04-22,51569
110,190,2020-03-09,39852
597,884,2020-05-02,91419
922,104,2021-01-12,73339
541,673,2021-01-14,95266
985,638,2019-11-14,35828
975,97,2021-02-15,11379
761,913,2019-03-31,34623
839,429,2020-08-23,61993
367,492,2019-07-31,36852
1001,170,2020-07-31,11535
22,332,2020-12-04,97972
62,227,2019-07-23,7135
365,499,2019-12-31,97851
578,981,2021-02-02,64475
591,703,2020-09-19,71031
348,781,2020-06-09,77585
916,266,2019-11-05,67352
688,730,2021-01-15,28666
467,828,2020-05-10,75516
926,506,2020-01-19,46144
582,438,2019-08-06,3926
265,296,2019-06-10,60948
751,843,2019-11-03,38957
323,1000,2020-09-08,624
3,946,2020-02-26,12488
282,368,2020-03-20,94350
786,582,2019-10-05,11418
902,702,2019-04-04,87345
813,579,2019-08-21,24449
465,468,2020-01-14,49077
133,156,2020-07-06,25810
156,383,2019-05-23,98791
846,297,2020-08-17,92752
980,574,2020-04-17,97631
426,536,2019-04-08,14629
812,977,2019-04-07,34306
772,981,2020-11-01,93375
161,611,2020-06-19,33926
229,858,2019-02-19,60854
799,941,2020-11-21,26909
155,688,2019-04-12,83814
662,12,2020-10-31,71009
689,541,2020-05-27,79627
147,535,2020-10-23,74515
719,703,2019-06-14,5794
792,6,2019-07-19,60104
550,505,2020-09-20,27375
112,659,2020-03-30,3860
424,483,2020-09-06,12688
943,543,2021-02-11,99488
560,926,2020-09-01,46315
935,101,2019-03-18,12058
760,764,2020-11-06,46845
920,347,2020-04-09,82287
952,34,2019-07-10,2053
106,665,2020-07-05,73748
44,122,2019-11-11,67100
304,227,2019-11-25,58813
794,556,2020-01-14,68927
236,378,2020-03-26,68538
734,196,2019-12-17,90407
382,946,2019-05-26,14955
973,13,2019-04-13,19996
310,789,2019-07-02,70818
18,509,2020-06-18,6320
247,974,2019-08-19,18675
60,458,2019-02-24,93816
544,387,2020-01-23,77003
632,837,2020-10-03,19036
452,61,2019-05-20,1593
936,314,2019-04-05,56058
387,90,2020-02-23,75680
679,219,2020-05-13,48454
496,362,2020-03-16,53999
924,463,2020-09-11,84208
947,122,2020-06-07,97315
255,505,2019-05-26,13006
928,174,2020-07-18,78713
956,586,2019-04-04,18093
379,346,2020-08-07,81230
499,659,2020-08-15,40126
781,112,2021-01-29,52433
188,182,2020-11-27,32245
802,440,2019-09-11,44883
233,12,2020-05-05,8422
595,350,2020-07-09,87047
614,322,2020-07-04,99606
958,734,2020-09-13,78673
506,636,2020-11-13,48301
412,531,2020-10-01,48314
278,183,2020-12-16,48594
953,671,2020-12-08,37023
60,70,2019-10-14,51067
972,96,2021-01-12,43757
868,299,2019-02-24,51472
30,883,2019-09-28,279
656,653,2020-08-14,36523
731,845,2020-04-20,3424
366,158,2019-04-18,58281
777,284,2020-05-31,82203
201,272,2020-11-15,18080
304,248,2020-08-27,40365
44,950,2019-12-04,62885
544,320,2019-10-09,70735
868,432,2019-12-05,83595
546,909,2019-07-24,75753
345,294,2020-09-06,14587
517,925,2019-05-25,21584
915,923,2020-05-18,78147
890,329,2021-02-06,98869
656,566,2020-02-27,90093
279,905,2020-11-25,9378
709,339,2019-11-20,85802
68,874,2019-04-06,81559
147,149,2020-05-08,28315
608,983,2019-10-21,17394
44,487,2019-08-17,71349
901,999,2020-05-31,93063
305,170,2021-02-08,7926
321,514,2019-08-04,27008
674,223,2020-07-06,19053
518,884,2020-03-01,44004
929,527,2019-03-15,21556
997,268,2020-05-06,23795
402,757,2020-11-22,27102
52,909,2019-06-13,44171
822,14,2019-09-07,44782
735,895,2019-06-29,92464
711,391,2019-05-27,15460
902,811,2019-05-17,32110
919,694,2020-10-31,93761
794,669,2020-02-24,65248
941,110,2019-05-14,91162
595,35,2020-04-23,68529
920,494,2020-11-19,96719
514,922,2021-02-14,75378
507,470,2020-11-10,24124
906,479,2020-08-15,84902
509,255,2020-01-11,4440
4,858,2020-06-21,71310
251,957,2020-05-05,46790
417,831,2020-12-01,74168
543,565,2019-11-30,69775
831,574,2019-08-30,40208
629,66,2019-12-04,96162
728,509,2020-09-23,73320
140,103,2019-06-20,61852
23,216,2019-06-01,38089
750,520,2019-12-24,14693
993,401,2020-01-29,53522
417,688,2020-01-27,95425
845,60,2020-01-10,67633
530,437,2020-06-18,88411
381,545,2019-05-08,85372
648,926,2020-07-02,79693
57,927,2020-01-26,36029
959,709,2020-09-23,98732
254,812,2019-04-29,22530
966,85,2020-08-12,4245
526,561,2019-02-26,25839
451,621,2020-02-06,47048
239,109,2020-08-11,92744
969,450,2019-07-17,4092
750,8,2020-04-13,46516
340,310,2020-06-22,58731
880,555,2020-11-18,80967
330,986,2019-09-09,35135
599,633,2020-04-25,19138
615,562,2020-04-10,15192
394,409,2020-01-06,97346
24,920,2020-10-31,57232
454,78,2020-12-17,84466
120,786,2020-08-09,28234
622,622,2020-12-03,50765
458,788,2019-06-28,83052
667,212,2020-04-30,71785
17,116,2019-09-27,26817
523,88,2020-11-05,2333
139,819,2020-12-23,44269
207,226,2020-06-27,22791
188,442,2019-03-27,51825
884,182,2021-01-24,9957
49,713,2019-12-07,46506
906,591,2021-02-01,26596
426,323,2020-11-19,27735
105,761,2020-03-09,76303
234,854,2020-10-29,67250
108,443,2020-03-28,1113
16,654,2020-12-24,82335
638,459,2019-07-21,61751
803,139,2019-10-17,16356
131,717,2020-09-06,14584
472,563,2020-11-25,46066
885,296,2019-09-07,16566
26,331,2019-11-29,23183
355,503,2019-08-13,27588
920,173,2020-09-13,33682
90,432,2020-03-22,46586
471,762,2020-09-27,57056
498,40,2020-03-08,96870
310,3,2020-04-18,35727
456,393,2019-11-29,66288
975,922,2019-08-11,36136
855,512,2019-04-05,51189
667,961,2020-04-06,40106
369,188,2020-04-05,79896
50,365,2020-07-01,8483
700,642,2020-05-06,46818
150,447,2020-12-23,40652
549,238,2020-11-05,23519
997,45,2020-10-24,71265
24,705,2019-05-12,48724
88,87,2020-03-14,17349
406,77,2019-06-30,79042
744,588,2020-08-19,12236
228,170,2019-04-15,61870
216,120,2020-07-11,23479
400,37,2020-06-18,1352
187,479,2019-08-28,10484
133,34,2020-03-29,27947
631,958,2021-01-12,16664
584,398,2020-03-03,83461
882,562,2020-02-01,81471
119,617,2020-08-14,13370
156,775,2020-02-17,79730
274,970,2019-03-13,17975
837,887,2019-12-23,4553
480,321,2019-02-26,51544
659,625,2020-10-16,74411
109,341,2020-11-29,72359
713,761,2020-09-07,9706
688,777,2020-01-13,8402
633,880,2020-11-28,59149
95,24,2020-11-11,45217
639,50,2020-06-10,35764
980,257,2020-07-25,9013
94,552,2019-03-06,52540
131,683,2020-04-27,74588
915,259,2020-09-05,55550
553,86,2020-07-18,60625
325,310,2019-05-25,50376
479,8,2019-02-23,94135
904,981,2019-08-22,32967
683,180,2019-02-26,37472
780,380,2020-03-06,57504
107,589,2020-07-13,2212
261,631,2019-09-22,30651
622,391,2019-08-07,36473
953,277,2019-03-28,51085
218,224,2019-07-09,83642
702,915,2019-12-12,80504
233,758,2020-04-11,17854
141,894,2021-01-10,8694
136,910,2020-04-25,11611
104,608,2019-02-21,34853
284,474,2020-07-19,99250
299,926,2019-05-26,66267
476,981,2019-12-23,45048
506,595,2020-06-02,94649
193,497,2019-04-22,32208
44,249,2020-05-18,88861
181,695,2020-03-05,56103
758,263,2019-04-01,94940
216,270,2019-08-29,57979
183,519,2020-01-12,91231
244,757,2019-07-18,86500
603,803,2020-11-11,95836
98,51,2019-10-24,91714
243,921,2019-11-17,73552
528,525,2019-11-12,7349
728,172,2021-01-17,33812
544,1000,2019-08-25,28593
494,776,2020-04-25,79859
780,19,2021-02-13,72750
339,900,2020-08-30,77232
234,411,2019-10-17,52533
126,796,2020-08-26,93609
761,26,2019-12-14,36721
815,339,2020-09-29,50606
963,123,2019-05-17,21803
639,11,2019-07-10,56140
475,798,2019-04-16,92272
453,408,2019-05-26,65274
416,694,2019-03-16,31448
499,7,2019-06-01,56896
561,418,2020-10-30,97885
136,359,2020-11-25,56898
801,946,2019-11-07,5592
514,202,2019-08-15,72987
33,237,2019-06-16,27981
995,251,2019-11-03,1581
627,75,2019-08-10,55815
610,189,2019-10-17,76374
786,871,2020-03-16,76108
555,16,2019-07-22,1810
981,47,2020-07-29,34847
767,94,2020-03-06,4573
237,701,2019-08-03,2022
485,531,2019-11-16,94627
664,610,2019-07-09,87110
171,105,2019-04-19,49459
522,982,2020-01-25,31475
50,690,2020-05-12,85253
731,816,2020-01-26,8398
289,307,2020-10-06,39429
774,320,2019-08-31,16076
822,91,2019-06-10,37388
319,254,2019-04-13,25937
898,417,2020-11-08,70634
675,93,2019-10-07,79941
429,391,2020-06-08,98630
801,416,2019-04-27,72534
554,811,2020-03-03,26807
628,893,2020-09-23,11371
20,971,2020-05-06,293
701,654,2019-07-27,10119
445,787,2019-05-12,63335
573,766,2020-09-04,72279
794,752,2021-01-04,4077
666,450,2019-07-09,51165
9,782,2019-12-04,26649
650,630,2019-09-25,88610
109,700,2019-11-07,56890
846,255,2020-06-21,34905
899,190,2019-03-09,735
566,381,2020-10-15,79345
18,758,2020-06-14,55225
804,996,2020-12-10,12761
791,445,2020-04-15,74511
142,224,2019-04-16,25310
509,63,2020-05-21,89872
752,56,2019-12-29,76077
514,728,2021-01-26,97083
454,523,2020-06-29,79535
1,202,2020-08-14,92124
187,713,2021-01-28,64182
41,179,2020-11-07,27378
529,207,2019-11-14,74905
623,346,2020-10-09,58942
239,841,2019-04-15,11724
199,836,2019-11-16,32464
505,209,2020-04-01,13327
641,343,2020-11-05,79891
740,336,2019-09-19,75374
585,62,2020-05-06,50835
183,688,2020-05-03,72824
317,705,2020-01-04,52952
500,981,2020-06-21,98533
534,945,2020-01-24,78700
654,322,2021-02-13,18003
480,904,2019-08-21,39666
380,315,2019-08-10,87396
444,182,2020-01-18,11736
475,306,2019-11-14,60209
12,411,2019-11-27,57018
236,727,2020-07-14,29269
755,363,2019-09-17,34313
301,669,2020-01-25,38019
816,976,2020-03-15,91171
795,667,2019-03-10,94492
809,312,2019-07-28,21332
410,437,2020-12-31,47900
269,162,2020-03-21,8457
564,92,2020-02-20,27248
914,584,2020-08-09,10783
47,128,2019-07-13,83039
689,668,2019-10-28,77386
805,175,2020-02-22,83076
401,300,2019-04-22,95001
709,1,2019-06-26,37394
818,808,2020-02-01,74496
519,511,2020-06-04,74070
890,921,2020-09-17,63123
605,27,2020-12-13,95859
80,176,2020-07-24,77312
541,501,2019-10-29,90151
183,618,2019-09-21,8068
690,24,2019-08-11,74574
465,475,2020-05-08,11754
645,45,2020-11-02,75938
298,48,2020-08-24,16158
817,100,2019-12-02,55833
332,48,2020-10-29,66846
724,758,2020-04-21,79483
105,21,2020-09-08,33963
427,516,2019-06-03,59083
541,417,2020-07-19,25926
987,121,2020-06-21,52242
290,313,2021-01-10,79972
593,768,2020-02-08,1895
30,536,2021-01-31,82420
922,960,2019-12-08,42378
939,432,2019-11-25,81920
923,86,2019-11-05,23204
270,592,2020-04-20,34063
115,127,2020-07-24,10214
558,105,2020-09-18,8138
789,661,2019-04-16,98150
345,331,2020-10-24,67882
567,898,2020-03-26,14582
626,265,2020-10-10,99493
868,35,2020-09-01,30831
786,373,2019-07-20,3362
163,319,2021-01-06,56602
903,385,2020-07-09,47331
914,470,2020-02-25,78340
447,252,2020-06-24,12133
134,659,2019-08-23,36188
285,684,2019-08-26,17085
547,108,2020-07-27,90744
473,561,2019-12-16,66530
513,375,2020-03-07,1021
127,884,2021-01-05,30283
860,317,2019-07-31,65406
155,292,2019-03-10,49550
737,944,2019-10-26,69108
570,55,2019-10-01,57942
627,707,2020-08-21,22772
84,593,2020-04-15,40253
592,418,2019-06-29,33960
497,162,2019-02-24,95465
827,919,2020-10-29,40726
318,585,2019-04-06,53940
331,308,2019-06-28,83140
547,227,2019-05-05,24972
843,531,2020-11-13,2278
248,767,2021-02-06,27303
944,402,2020-01-23,43490
666,946,2019-09-11,94010
305,131,2019-10-27,34597
602,74,2020-11-10,11853
414,868,2020-05-19,74908
113,637,2019-10-13,38338
304,960,2020-05-09,49239
252,214,2019-03-05,66853
723,163,2020-02-08,2252
698,405,2020-07-12,16182
522,421,2019-08-28,19042
470,982,2020-08-17,42782
537,351,2020-01-03,9155
935,408,2019-03-26,64725
945,520,2019-08-01,28947
225,295,2020-09-10,13579
24,292,2019-07-15,90562
252,254,2020-02-22,77393
682,668,2019-06-08,35420
827,41,2020-02-03,55719
631,350,2020-02-12,81257
610,949,2020-08-11,59337
255,347,2020-01-21,89722
551,605,2019-05-06,33839
804,473,2020-07-07,36095
847,928,2020-12-09,117
482,475,2020-07-26,49618
786,21,2020-08-21,7875
21,116,2019-11-23,81728
287,463,2020-04-07,74153
949,892,2021-02-15,55778
955,118,2020-06-18,40786
393,190,2020-12-05,53546
971,856,2020-06-15,3968
968,627,2019-10-17,70416
15,438,2020-08-04,93830
352,175,2020-02-15,92714
998,797,2019-06-06,95455
335,693,2020-05-06,42801
388,240,2020-08-26,84614
906,649,2019-10-13,80952
871,639,2019-09-18,26300
806,454,2020-03-06,40269
882,168,2019-10-09,38478
101,358,2020-04-20,557
255,141,2019-07-20,1540
605,205,2019-05-08,62537
770,305,2019-05-21,47812
414,52,2019-08-26,74826
188,476,2021-01-04,77949
132,653,2020-07-06,26105
21,63,2020-12-22,16829
108,550,2020-11-13,31862
679,790,2020-12-20,65145
131,173,2020-12-10,28847
945,19,2020-08-11,53034
453,691,2019-10-12,87880
914,784,2020-07-06,52242
20,614,2020-09-12,49283
746,820,2019-04-21,10055
79,562,2019-11-28,7050
54,163,2020-06-24,24283
680,399,2021-02-03,72101
401,587,2020-04-20,41178
500,914,2020-05-17,12279
425,615,2020-05-12,17911
695,455,2019-03-03,44136
161,367,2020-08-20,23771
10,205,2020-02-26,51305
442,500,2020-08-27,62936
760,638,2020-06-04,3313
584,692,2020-08-13,15287
946,120,2019-10-23,11181
756,293,2020-04-16,91018
240,129,2020-07-01,86814
722,537,2020-11-06,17120
825,828,2020-02-18,94708
219,892,2020-06-04,20076
524,305,2020-05-19,47550
244,482,2020-11-16,579
624,758,2020-02-23,99095
157,376,2020-08-20,89481
312,324,2020-08-31,17068
951,359,2020-09-20,85978
263,844,2019-04-18,4618
707,424,2019-05-29,65699
359,244,2019-05-19,82154
88,541,2020-12-05,59397
306,993,2019-09-26,33393
608,813,2020-08-09,83108
270,331,2020-09-26,56193
523,495,2020-03-31,36785
274,243,2020-02-04,86739
255,897,2019-07-19,39942
2,36,2020-06-19,36391
688,710,2019-05-22,23468
15,894,2021-01-20,47838
202,429,2020-02-09,48077
669,811,2020-11-16,23952
433,826,2020-10-28,33025
940,175,2020-01-03,63563
179,486,2019-05-09,62166
853,302,2019-11-05,95253
534,176,2020-06-05,54644
35,851,2019-07-24,14443
993,566,2019-12-10,4430
336,546,2019-03-01,86806
338,989,2020-04-19,59561
257,633,2020-03-16,87410
30,127,2020-07-24,12913
515,284,2019-06-11,78697
534,623,2019-10-28,61115
11,199,2020-10-08,38723
336,402,2020-11-16,99462
646,533,2019-12-27,39600
326,722,2020-02-25,99097
40,643,2020-03-12,72005
980,807,2019-04-16,44961
808,204,2019-11-24,9968
108,14,2020-04-02,10427
70,141,2020-07-23,35194
278,323,2020-02-22,16067
617,143,2020-02-20,11912
856,165,2019-06-11,4595
860,727,2020-11-27,13501
442,217,2019-07-15,37901
510,758,2020-05-31,34307
599,505,2019-06-19,90423
629,555,2020-05-25,23701
196,288,2020-04-21,95541
23,428,2019-03-01,12227
850,881,2020-01-15,63921
93,658,2020-04-18,48175
407,134,2019-04-24,54572
464,886,2019-05-27,93044
594,293,2019-12-30,15904
752,691,2019-05-20,75989
178,93,2019-12-09,74532
80,950,2021-01-23,38782
396,863,2020-02-03,48628
207,712,2020-03-15,98224
452,589,2019-04-01,97378
14,296,2020-12-01,51969
267,869,2020-04-23,97623
688,692,2021-01-02,57856
60,184,2019-03-17,5672
366,718,2019-04-04,70680
59,193,2020-11-27,62654
896,756,2019-04-03,30100
48,909,2020-01-04,83107
155,935,2019-10-06,34221
26,598,2019-03-09,15536
394,155,2019-05-20,59618
490,371,2019-09-15,94625
685,839,2020-10-27,83620
620,746,2019-12-30,92015
945,866,2020-08-06,46467
56,816,2019-11-22,35380
627,996,2020-08-06,28238
669,676,2019-10-01,75653
451,342,2021-02-14,13183
514,897,2019-05-04,50616
36,83,2019-09-18,81299
395,851,2020-01-07,12796
421,575,2020-12-17,96263
709,212,2020-05-13,12116
497,55,2020-10-22,53741
559,246,2019-09-23,75501
902,931,2019-03-27,80854
129,115,2020-11-27,10219
316,105,2019-02-25,16463
243,771,2019-09-27,78761
388,963,2020-05-16,8032
567,803,2020-04-29,95275
143,473,2019-10-22,72431
15,486,2020-12-20,65732
358,106,2019-03-04,51713
270,818,2020-04-06,29267
526,634,2020-12-29,79942
431,37,2020-09-21,3779
680,789,2019-05-26,20749
84,448,2021-02-15,15634
240,960,2020-07-13,18775
38,118,2020-12-04,13447
792,322,2020-12-31,10481
284,796,2019-06-05,41100
847,584,2020-12-12,29354
32,546,2019-09-13,17710
692,682,2021-01-04,42199
290,914,2020-11-22,94424
212,847,2021-02-03,93581
37,476,2019-06-28,76366
24,483,2020-10-15,19575
180,462,2020-11-22,50977
681,761,2020-02-20,68201
244,208,2021-02-04,2473
3,695,2019-10-27,98742
903,127,2019-12-19,15077
192,808,2019-05-21,44581
702,592,2020-05-03,43685
695,492,2019-08-01,76161
264,565,2019-09-08,7955
991,974,2021-01-27,33370
495,930,2020-07-03,77337
957,320,2019-04-05,48283
801,336,2019-05-04,57881
605,322,2019-05-12,60131
654,472,2020-09-10,11738
357,843,2020-05-17,21427
634,530,2020-12-14,37472
690,268,2019-12-10,54743
769,972,2021-01-29,57330
357,886,2020-10-19,66789
159,826,2020-10-13,43004
